boundary,index,ey_num_of_building,ey_mean_building_sqm,changeos_ratio_of_building,changeos_damaged_building_vs_all_building
"POLYGON ((803729.2500016 2032657.46911, 803729.2500016 2032813.71911, 803885.5000016 2032813.71911, 803885.5000016 2032657.46911, 803729.2500016 2032657.46911))",7430,22.0,172.83138811324287,0.29079437255859375,0.0
"POLYGON ((805604.2500016 2037188.71911, 805604.2500016 2037344.96911, 805760.5000016 2037344.96911, 805760.5000016 2037188.71911, 805604.2500016 2037188.71911))",9788,9.0,531.9981547595997,0.12996292114257812,0.0
"POLYGON ((799823.0000016 2029688.71911, 799823.0000016 2029844.96911, 799979.2500016 2029844.96911, 799979.2500016 2029688.71911, 799823.0000016 2029688.71911))",5597,19.0,173.57032726916663,0.24182510375976562,0.06065338444307731
"POLYGON ((804510.5000016 2031407.46911, 804510.5000016 2031563.71911, 804666.7500016 2031563.71911, 804666.7500016 2031407.46911, 804510.5000016 2031407.46911))",2144,20.0,179.53847350387602,0.1389617919921875,0.10991544965411222
"POLYGON ((797948.0000016 2038126.21911, 797948.0000016 2038282.46911, 798104.2500016 2038282.46911, 798104.2500016 2038126.21911, 797948.0000016 2038126.21911))",9738,36.0,219.44804035126077,0.20727157592773438,0.0
"POLYGON ((801229.2500016 2040001.21911, 801229.2500016 2040157.46911, 801385.5000016 2040157.46911, 801385.5000016 2040001.21911, 801229.2500016 2040001.21911))",2430,33.0,356.55072822847524,0.48735809326171875,0.0
"POLYGON ((805135.5000016 2037032.46911, 805135.5000016 2037188.71911, 805291.7500016 2037188.71911, 805291.7500016 2037032.46911, 805135.5000016 2037032.46911))",6333,14.0,322.923669610991,0.24637603759765625,0.11728547982534915
"POLYGON ((799823.0000016 2031407.46911, 799823.0000016 2031563.71911, 799979.2500016 2031563.71911, 799979.2500016 2031407.46911, 799823.0000016 2031407.46911))",982,11.0,178.1117620827844,0.12064361572265625,0.14835894517169418
"POLYGON ((799666.7500016 2038594.96911, 799666.7500016 2038751.21911, 799823.0000016 2038751.21911, 799823.0000016 2038594.96911, 799666.7500016 2038594.96911))",7249,35.0,290.13520944915996,0.34661865234375,0.0
"POLYGON ((802948.0000016 2034219.96911, 802948.0000016 2034376.21911, 803104.2500016 2034376.21911, 803104.2500016 2034219.96911, 802948.0000016 2034219.96911))",6798,13.0,536.3836363151414,0.13177108764648438,0.0
"POLYGON ((798260.5000016 2037501.21911, 798260.5000016 2037657.46911, 798416.7500016 2037657.46911, 798416.7500016 2037501.21911, 798260.5000016 2037501.21911))",7313,13.0,263.4068328352373,0.31468963623046875,0.0
"POLYGON ((806385.5000016 2025626.21911, 806385.5000016 2025782.46911, 806541.7500016 2025782.46911, 806541.7500016 2025626.21911, 806385.5000016 2025626.21911))",4640,14.0,139.44926556609934,0.14886093139648438,0.23237577838710505
"POLYGON ((807323.0000016 2032657.46911, 807323.0000016 2032813.71911, 807479.2500016 2032813.71911, 807479.2500016 2032657.46911, 807323.0000016 2032657.46911))",6545,28.0,277.2308708979302,0.15934371948242188,0.0
"POLYGON ((798885.5000016 2040626.21911, 798885.5000016 2040782.46911, 799041.7500016 2040782.46911, 799041.7500016 2040626.21911, 798885.5000016 2040626.21911))",9938,38.0,207.43918692343192,0.4210548400878906,0.0
"POLYGON ((801229.2500016 2038438.71911, 801229.2500016 2038594.96911, 801385.5000016 2038594.96911, 801385.5000016 2038438.71911, 801229.2500016 2038438.71911))",6091,6.0,707.4521988942594,0.25299072265625,0.0
"POLYGON ((806229.2500016 2037032.46911, 806229.2500016 2037188.71911, 806385.5000016 2037188.71911, 806385.5000016 2037032.46911, 806229.2500016 2037032.46911))",3393,27.0,244.2652049312046,0.40679168701171875,0.474314972148765
"POLYGON ((799354.2500016 2037344.96911, 799354.2500016 2037501.21911, 799510.5000016 2037501.21911, 799510.5000016 2037344.96911, 799354.2500016 2037344.96911))",518,28.0,803.450169314469,0.3331413269042969,0.0
"POLYGON ((799823.0000016 2036876.21911, 799823.0000016 2037032.46911, 799979.2500016 2037032.46911, 799979.2500016 2036876.21911, 799823.0000016 2036876.21911))",3522,46.0,198.60195549141372,0.4226036071777344,0.0
"POLYGON ((799041.7500016 2037344.96911, 799041.7500016 2037501.21911, 799198.0000016 2037501.21911, 799198.0000016 2037344.96911, 799041.7500016 2037344.96911))",9116,21.0,435.5792700707295,0.3243675231933594,0.0
"POLYGON ((801698.0000016 2032813.71911, 801698.0000016 2032969.96911, 801854.2500016 2032969.96911, 801854.2500016 2032813.71911, 801698.0000016 2032813.71911))",8313,22.0,160.37378756867588,0.162811279296875,0.3777647610121837
"POLYGON ((805604.2500016 2032032.46911, 805604.2500016 2032188.71911, 805760.5000016 2032188.71911, 805760.5000016 2032032.46911, 805604.2500016 2032032.46911))",2654,10.0,211.29375771156384,0.169158935546875,0.0
"POLYGON ((801854.2500016 2027501.21911, 801854.2500016 2027657.46911, 802010.5000016 2027657.46911, 802010.5000016 2027501.21911, 801854.2500016 2027501.21911))",8448,12.0,295.4471220367086,0.171356201171875,0.0
"POLYGON ((802010.5000016 2043282.46911, 802010.5000016 2043438.71911, 802166.7500016 2043438.71911, 802166.7500016 2043282.46911, 802010.5000016 2043282.46911))",4744,3.0,1308.9020476197022,0.10537338256835938,0.0
"POLYGON ((799354.2500016 2040157.46911, 799354.2500016 2040313.71911, 799510.5000016 2040313.71911, 799510.5000016 2040157.46911, 799354.2500016 2040157.46911))",7387,32.0,174.4812507285153,0.4650611877441406,0.0
"POLYGON ((803260.5000016 2033907.46911, 803260.5000016 2034063.71911, 803416.7500016 2034063.71911, 803416.7500016 2033907.46911, 803260.5000016 2033907.46911))",633,12.0,219.90225437629604,0.15410995483398438,0.0
"POLYGON ((800760.5000016 2034688.71911, 800760.5000016 2034844.96911, 800916.7500016 2034844.96911, 800916.7500016 2034688.71911, 800760.5000016 2034688.71911))",4844,21.0,216.7742023648669,0.224151611328125,0.0
"POLYGON ((797166.7500016 2035157.46911, 797166.7500016 2035313.71911, 797323.0000016 2035313.71911, 797323.0000016 2035157.46911, 797166.7500016 2035157.46911))",5124,30.0,155.54826992834015,0.21014404296875,0.020149578855649143
"POLYGON ((798416.7500016 2034688.71911, 798416.7500016 2034844.96911, 798573.0000016 2034844.96911, 798573.0000016 2034688.71911, 798416.7500016 2034688.71911))",7131,44.0,216.87083426778162,0.356658935546875,0.0
"POLYGON ((801073.0000016 2036094.96911, 801073.0000016 2036251.21911, 801229.2500016 2036251.21911, 801229.2500016 2036094.96911, 801073.0000016 2036094.96911))",9891,8.0,1849.2148811725876,0.15668487548828125,0.0
"POLYGON ((800448.0000016 2040938.71911, 800448.0000016 2041094.96911, 800604.2500016 2041094.96911, 800604.2500016 2040938.71911, 800448.0000016 2040938.71911))",9512,2.0,6865.519499479946,0.4158515930175781,0.0
"POLYGON ((799510.5000016 2037501.21911, 799510.5000016 2037657.46911, 799666.7500016 2037657.46911, 799666.7500016 2037501.21911, 799510.5000016 2037501.21911))",1764,4.0,5465.324302605259,0.43288421630859375,0.9935934718623874
"POLYGON ((798885.5000016 2036563.71911, 798885.5000016 2036719.96911, 799041.7500016 2036719.96911, 799041.7500016 2036563.71911, 798885.5000016 2036563.71911))",7115,23.0,322.2502021276113,0.15008163452148438,0.0
"POLYGON ((804041.7500016 2032344.96911, 804041.7500016 2032501.21911, 804198.0000016 2032501.21911, 804198.0000016 2032344.96911, 804041.7500016 2032344.96911))",5659,33.0,177.8729182069646,0.49285888671875,0.0
"POLYGON ((798104.2500016 2036407.46911, 798104.2500016 2036563.71911, 798260.5000016 2036563.71911, 798260.5000016 2036407.46911, 798104.2500016 2036407.46911))",6441,51.0,215.08236818731348,0.2052459716796875,0.0
"POLYGON ((801698.0000016 2042501.21911, 801698.0000016 2042657.46911, 801854.2500016 2042657.46911, 801854.2500016 2042501.21911, 801698.0000016 2042501.21911))",5422,14.0,797.1958996872573,0.31484222412109375,0.0
"POLYGON ((797166.7500016 2042657.46911, 797166.7500016 2042813.71911, 797323.0000016 2042813.71911, 797323.0000016 2042657.46911, 797166.7500016 2042657.46911))",1833,44.0,216.80466173087868,0.44257354736328125,0.0
"POLYGON ((797948.0000016 2042032.46911, 797948.0000016 2042188.71911, 798104.2500016 2042188.71911, 798104.2500016 2042032.46911, 797948.0000016 2042032.46911))",5414,45.0,194.77440641111644,0.33338165283203125,0.0
"POLYGON ((802791.7500016 2033126.21911, 802791.7500016 2033282.46911, 802948.0000016 2033282.46911, 802948.0000016 2033126.21911, 802791.7500016 2033126.21911))",6162,29.0,190.08353935115287,0.21318435668945312,0.11614923503623513
"POLYGON ((801385.5000016 2033126.21911, 801385.5000016 2033282.46911, 801541.7500016 2033282.46911, 801541.7500016 2033126.21911, 801385.5000016 2033126.21911))",864,11.0,248.78859348784974,0.1868896484375,0.04951828870019595
"POLYGON ((799979.2500016 2029063.71911, 799979.2500016 2029219.96911, 800135.5000016 2029219.96911, 800135.5000016 2029063.71911, 799979.2500016 2029063.71911))",4039,10.0,174.95875526553854,0.10485458374023438,0.14144868483283007
"POLYGON ((804823.0000016 2040782.46911, 804823.0000016 2040938.71911, 804979.2500016 2040938.71911, 804979.2500016 2040782.46911, 804823.0000016 2040782.46911))",1143,10.0,153.58903888914645,0.10848617553710938,0.417173599634305
"POLYGON ((799041.7500016 2034688.71911, 799041.7500016 2034844.96911, 799198.0000016 2034844.96911, 799198.0000016 2034688.71911, 799041.7500016 2034688.71911))",1984,15.0,455.95912154676984,0.19197463989257812,0.0
"POLYGON ((799510.5000016 2036563.71911, 799510.5000016 2036719.96911, 799666.7500016 2036719.96911, 799666.7500016 2036563.71911, 799510.5000016 2036563.71911))",6020,22.0,342.3836865334867,0.4139518737792969,0.0
"POLYGON ((802635.5000016 2033594.96911, 802635.5000016 2033751.21911, 802791.7500016 2033751.21911, 802791.7500016 2033594.96911, 802635.5000016 2033594.96911))",8382,11.0,157.1785637260866,0.14583587646484375,0.0
"POLYGON ((798104.2500016 2036094.96911, 798104.2500016 2036251.21911, 798260.5000016 2036251.21911, 798260.5000016 2036094.96911, 798104.2500016 2036094.96911))",833,57.0,212.90042779844552,0.23234176635742188,0.0
"POLYGON ((803416.7500016 2034063.71911, 803416.7500016 2034219.96911, 803573.0000016 2034219.96911, 803573.0000016 2034063.71911, 803416.7500016 2034063.71911))",9309,12.0,302.9316142969415,0.23286819458007812,0.3784585142108281
"POLYGON ((798416.7500016 2032344.96911, 798416.7500016 2032501.21911, 798573.0000016 2032501.21911, 798573.0000016 2032344.96911, 798416.7500016 2032344.96911))",4546,32.0,187.70578784794304,0.3629341125488281,0.0
"POLYGON ((799041.7500016 2037188.71911, 799041.7500016 2037344.96911, 799198.0000016 2037344.96911, 799198.0000016 2037188.71911, 799041.7500016 2037188.71911))",9462,32.0,217.27168068826418,0.4339408874511719,0.13794558480945893
"POLYGON ((799979.2500016 2033282.46911, 799979.2500016 2033438.71911, 800135.5000016 2033438.71911, 800135.5000016 2033282.46911, 799979.2500016 2033282.46911))",3110,46.0,213.145549636287,0.4412879943847656,0.0
"POLYGON ((806073.0000016 2036407.46911, 806073.0000016 2036563.71911, 806229.2500016 2036563.71911, 806229.2500016 2036407.46911, 806073.0000016 2036407.46911))",10486,49.0,216.3608142809209,0.47330474853515625,0.12927768912100843
"POLYGON ((800604.2500016 2036407.46911, 800604.2500016 2036563.71911, 800760.5000016 2036563.71911, 800760.5000016 2036407.46911, 800604.2500016 2036407.46911))",1102,7.0,1265.542817211422,0.10724258422851562,0.0
"POLYGON ((803885.5000016 2038751.21911, 803885.5000016 2038907.46911, 804041.7500016 2038907.46911, 804041.7500016 2038751.21911, 803885.5000016 2038751.21911))",7661,2.0,2154.1785427298382,0.18216323852539062,0.0
"POLYGON ((805916.7500016 2042813.71911, 805916.7500016 2042969.96911, 806073.0000016 2042969.96911, 806073.0000016 2042813.71911, 805916.7500016 2042813.71911))",365,7.0,954.291790227711,0.35086822509765625,0.0
"POLYGON ((798729.2500016 2037344.96911, 798729.2500016 2037501.21911, 798885.5000016 2037501.21911, 798885.5000016 2037344.96911, 798729.2500016 2037344.96911))",1254,25.0,274.2309298902882,0.2790565490722656,0.0
"POLYGON ((801541.7500016 2034376.21911, 801541.7500016 2034532.46911, 801698.0000016 2034532.46911, 801698.0000016 2034376.21911, 801541.7500016 2034376.21911))",10523,29.0,211.69470799581882,0.3847770690917969,0.0
"POLYGON ((802479.2500016 2028126.21911, 802479.2500016 2028282.46911, 802635.5000016 2028282.46911, 802635.5000016 2028126.21911, 802479.2500016 2028126.21911))",7790,10.0,143.35444381738984,0.1616668701171875,0.18716375648890987
"POLYGON ((804198.0000016 2032188.71911, 804198.0000016 2032344.96911, 804354.2500016 2032344.96911, 804354.2500016 2032188.71911, 804198.0000016 2032188.71911))",706,16.0,199.21753631096502,0.17984390258789062,0.4755965637925549
"POLYGON ((807791.7500016 2033594.96911, 807791.7500016 2033751.21911, 807948.0000016 2033751.21911, 807948.0000016 2033594.96911, 807791.7500016 2033594.96911))",7538,17.0,195.09601033644321,0.27294158935546875,0.0
"POLYGON ((803573.0000016 2027657.46911, 803573.0000016 2027813.71911, 803729.2500016 2027813.71911, 803729.2500016 2027657.46911, 803573.0000016 2027657.46911))",1246,8.0,144.81573189426658,0.116668701171875,0.8161130002615746
"POLYGON ((798104.2500016 2038282.46911, 798104.2500016 2038438.71911, 798260.5000016 2038438.71911, 798260.5000016 2038282.46911, 798104.2500016 2038282.46911))",6561,29.0,175.7367195784202,0.33362579345703125,0.0
"POLYGON ((806229.2500016 2027032.46911, 806229.2500016 2027188.71911, 806385.5000016 2027188.71911, 806385.5000016 2027032.46911, 806229.2500016 2027032.46911))",2700,14.0,158.20421087887175,0.10544967651367188,0.0
"POLYGON ((803885.5000016 2040938.71911, 803885.5000016 2041094.96911, 804041.7500016 2041094.96911, 804041.7500016 2040938.71911, 803885.5000016 2040938.71911))",10178,37.0,150.57537799080265,0.45760345458984375,0.0
"POLYGON ((798104.2500016 2035938.71911, 798104.2500016 2036094.96911, 798260.5000016 2036094.96911, 798260.5000016 2035938.71911, 798104.2500016 2035938.71911))",9171,50.0,200.2171375740792,0.4899711608886719,0.0
"POLYGON ((802166.7500016 2038438.71911, 802166.7500016 2038594.96911, 802323.0000016 2038594.96911, 802323.0000016 2038438.71911, 802166.7500016 2038438.71911))",9181,8.0,4440.7318766853505,0.28023529052734375,0.012618768887315892
"POLYGON ((797479.2500016 2035157.46911, 797479.2500016 2035313.71911, 797635.5000016 2035313.71911, 797635.5000016 2035157.46911, 797479.2500016 2035157.46911))",9322,36.0,203.72686013948135,0.3312187194824219,0.19333847766247825
"POLYGON ((803416.7500016 2040938.71911, 803416.7500016 2041094.96911, 803573.0000016 2041094.96911, 803573.0000016 2040938.71911, 803416.7500016 2040938.71911))",7642,14.0,345.54465535965875,0.22085189819335938,0.0
"POLYGON ((807166.7500016 2033126.21911, 807166.7500016 2033282.46911, 807323.0000016 2033282.46911, 807323.0000016 2033126.21911, 807166.7500016 2033126.21911))",7351,29.0,247.35571473806996,0.33713531494140625,0.0
"POLYGON ((807948.0000016 2032344.96911, 807948.0000016 2032501.21911, 808104.2500016 2032501.21911, 808104.2500016 2032344.96911, 807948.0000016 2032344.96911))",10427,20.0,296.4761455591918,0.23302841186523438,0.030432006809959566
"POLYGON ((798104.2500016 2033907.46911, 798104.2500016 2034063.71911, 798260.5000016 2034063.71911, 798260.5000016 2033907.46911, 798104.2500016 2033907.46911))",8673,27.0,224.9168958411012,0.26247406005859375,0.0
"POLYGON ((798416.7500016 2034219.96911, 798416.7500016 2034376.21911, 798573.0000016 2034376.21911, 798573.0000016 2034219.96911, 798416.7500016 2034219.96911))",1431,26.0,271.9146355932431,0.4141578674316406,0.0
"POLYGON ((803260.5000016 2033751.21911, 803260.5000016 2033907.46911, 803416.7500016 2033907.46911, 803416.7500016 2033751.21911, 803260.5000016 2033751.21911))",1744,12.0,231.4733855763587,0.15852737426757812,0.016724017614360997
"POLYGON ((801698.0000016 2043126.21911, 801698.0000016 2043282.46911, 801854.2500016 2043282.46911, 801854.2500016 2043126.21911, 801698.0000016 2043126.21911))",5669,9.0,2440.5398457981496,0.14322280883789062,0.0
"POLYGON ((798104.2500016 2035626.21911, 798104.2500016 2035782.46911, 798260.5000016 2035782.46911, 798260.5000016 2035626.21911, 798104.2500016 2035626.21911))",7907,43.0,217.3774804391909,0.4057655334472656,0.0
"POLYGON ((799198.0000016 2042032.46911, 799198.0000016 2042188.71911, 799354.2500016 2042188.71911, 799354.2500016 2042032.46911, 799198.0000016 2042032.46911))",5845,21.0,172.27972868946648,0.17713546752929688,0.0
"POLYGON ((805760.5000016 2036407.46911, 805760.5000016 2036563.71911, 805916.7500016 2036563.71911, 805916.7500016 2036407.46911, 805760.5000016 2036407.46911))",3360,31.0,222.94333903639165,0.40216064453125,0.280657155865837
"POLYGON ((798416.7500016 2037188.71911, 798416.7500016 2037344.96911, 798573.0000016 2037344.96911, 798573.0000016 2037188.71911, 798416.7500016 2037188.71911))",8218,39.0,273.60033733343647,0.37831878662109375,0.0
"POLYGON ((804198.0000016 2034688.71911, 804198.0000016 2034844.96911, 804354.2500016 2034844.96911, 804354.2500016 2034688.71911, 804198.0000016 2034688.71911))",6948,20.0,390.0437741962743,0.3103790283203125,0.0
"POLYGON ((805448.0000016 2033438.71911, 805448.0000016 2033594.96911, 805604.2500016 2033594.96911, 805604.2500016 2033438.71911, 805448.0000016 2033438.71911))",8054,9.0,1426.798835718609,0.21928024291992188,0.0
"POLYGON ((806073.0000016 2032969.96911, 806073.0000016 2033126.21911, 806229.2500016 2033126.21911, 806229.2500016 2032969.96911, 806073.0000016 2032969.96911))",395,24.0,164.99090687857714,0.239959716796875,0.0
"POLYGON ((802010.5000016 2027501.21911, 802010.5000016 2027657.46911, 802166.7500016 2027657.46911, 802166.7500016 2027501.21911, 802010.5000016 2027501.21911))",5099,13.0,160.52617549578184,0.1350860595703125,0.0
"POLYGON ((797479.2500016 2033594.96911, 797479.2500016 2033751.21911, 797635.5000016 2033751.21911, 797635.5000016 2033594.96911, 797479.2500016 2033594.96911))",925,20.0,361.8679879579128,0.19188308715820312,0.046221745094530926
"POLYGON ((806698.0000016 2037657.46911, 806698.0000016 2037813.71911, 806854.2500016 2037813.71911, 806854.2500016 2037657.46911, 806698.0000016 2037657.46911))",10429,23.0,319.9045181031045,0.14429092407226562,0.0
"POLYGON ((807791.7500016 2033438.71911, 807791.7500016 2033594.96911, 807948.0000016 2033594.96911, 807948.0000016 2033438.71911, 807791.7500016 2033438.71911))",8380,15.0,238.84705008946486,0.4820289611816406,0.0
"POLYGON ((800135.5000016 2038438.71911, 800135.5000016 2038594.96911, 800291.7500016 2038594.96911, 800291.7500016 2038438.71911, 800135.5000016 2038438.71911))",3115,29.0,203.15502118527408,0.11623382568359375,0.0
"POLYGON ((803573.0000016 2032344.96911, 803573.0000016 2032501.21911, 803729.2500016 2032501.21911, 803729.2500016 2032344.96911, 803573.0000016 2032344.96911))",192,7.0,151.71983779968716,0.1039581298828125,0.030016145603992368
"POLYGON ((798885.5000016 2034532.46911, 798885.5000016 2034688.71911, 799041.7500016 2034688.71911, 799041.7500016 2034532.46911, 798885.5000016 2034532.46911))",8553,39.0,239.3482584543342,0.23998260498046875,0.0
"POLYGON ((798573.0000016 2041094.96911, 798573.0000016 2041251.21911, 798729.2500016 2041251.21911, 798729.2500016 2041094.96911, 798573.0000016 2041094.96911))",6555,38.0,220.38572140213967,0.4585762023925781,0.0
"POLYGON ((797948.0000016 2036876.21911, 797948.0000016 2037032.46911, 798104.2500016 2037032.46911, 798104.2500016 2036876.21911, 797948.0000016 2036876.21911))",7361,35.0,207.3506376286224,0.18918991088867188,0.0
"POLYGON ((806229.2500016 2035313.71911, 806229.2500016 2035469.96911, 806385.5000016 2035469.96911, 806385.5000016 2035313.71911, 806229.2500016 2035313.71911))",6294,8.0,279.11352528238467,0.17845916748046875,0.23412851096575607
"POLYGON ((798104.2500016 2040938.71911, 798104.2500016 2041094.96911, 798260.5000016 2041094.96911, 798260.5000016 2040938.71911, 798104.2500016 2040938.71911))",3619,6.0,222.91889657661605,0.14315032958984375,0.0
"POLYGON ((806385.5000016 2034688.71911, 806385.5000016 2034844.96911, 806541.7500016 2034844.96911, 806541.7500016 2034688.71911, 806385.5000016 2034688.71911))",6527,46.0,188.11517010719604,0.4602546691894531,0.0
"POLYGON ((807479.2500016 2032501.21911, 807479.2500016 2032657.46911, 807635.5000016 2032657.46911, 807635.5000016 2032501.21911, 807479.2500016 2032501.21911))",6987,28.0,264.70818318323325,0.23363876342773438,0.0
"POLYGON ((798260.5000016 2035001.21911, 798260.5000016 2035157.46911, 798416.7500016 2035157.46911, 798416.7500016 2035001.21911, 798260.5000016 2035001.21911))",6996,18.0,293.7439059796998,0.22656631469726562,0.004815382284107555
"POLYGON ((806541.7500016 2035626.21911, 806541.7500016 2035782.46911, 806698.0000016 2035782.46911, 806698.0000016 2035626.21911, 806541.7500016 2035626.21911))",4604,29.0,479.25125221009284,0.12414932250976562,0.0
"POLYGON ((800760.5000016 2036563.71911, 800760.5000016 2036719.96911, 800916.7500016 2036719.96911, 800916.7500016 2036563.71911, 800760.5000016 2036563.71911))",4857,21.0,267.7785190563703,0.3414573669433594,0.0
"POLYGON ((804666.7500016 2041251.21911, 804666.7500016 2041407.46911, 804823.0000016 2041407.46911, 804823.0000016 2041251.21911, 804666.7500016 2041251.21911))",9010,22.0,141.2334640489827,0.4084281921386719,0.0
"POLYGON ((805604.2500016 2031407.46911, 805604.2500016 2031563.71911, 805760.5000016 2031563.71911, 805760.5000016 2031407.46911, 805604.2500016 2031407.46911))",1456,7.0,176.5582753385493,0.10878372192382812,0.490830031209454
"POLYGON ((807323.0000016 2040157.46911, 807323.0000016 2040313.71911, 807479.2500016 2040313.71911, 807479.2500016 2040157.46911, 807323.0000016 2040157.46911))",2951,4.0,915.4081368132956,0.22864913940429688,0.0
"POLYGON ((798885.5000016 2040157.46911, 798885.5000016 2040313.71911, 799041.7500016 2040313.71911, 799041.7500016 2040157.46911, 798885.5000016 2040157.46911))",8013,28.0,214.87775638078577,0.2812614440917969,0.0
"POLYGON ((796698.0000016 2028594.96911, 796698.0000016 2028751.21911, 796854.2500016 2028751.21911, 796854.2500016 2028594.96911, 796698.0000016 2028594.96911))",9624,14.0,163.42011393906495,0.21684646606445312,0.3265722578942739
"POLYGON ((796698.0000016 2038594.96911, 796698.0000016 2038751.21911, 796854.2500016 2038751.21911, 796854.2500016 2038594.96911, 796698.0000016 2038594.96911))",4591,39.0,196.12950689556084,0.14814376831054688,0.0
"POLYGON ((803416.7500016 2032813.71911, 803416.7500016 2032969.96911, 803573.0000016 2032969.96911, 803573.0000016 2032813.71911, 803416.7500016 2032813.71911))",4218,21.0,204.83767235588437,0.21172714233398438,0.0
"POLYGON ((798416.7500016 2041094.96911, 798416.7500016 2041251.21911, 798573.0000016 2041251.21911, 798573.0000016 2041094.96911, 798416.7500016 2041094.96911))",7533,16.0,489.8301521428053,0.20806884765625,0.0
"POLYGON ((800448.0000016 2040313.71911, 800448.0000016 2040469.96911, 800604.2500016 2040469.96911, 800604.2500016 2040313.71911, 800448.0000016 2040313.71911))",1753,5.0,1569.7569511378192,0.10759735107421875,0.0
"POLYGON ((799510.5000016 2038751.21911, 799510.5000016 2038907.46911, 799666.7500016 2038907.46911, 799666.7500016 2038751.21911, 799510.5000016 2038751.21911))",7634,41.0,187.52679776906058,0.33219146728515625,0.0
"POLYGON ((799979.2500016 2028751.21911, 799979.2500016 2028907.46911, 800135.5000016 2028907.46911, 800135.5000016 2028751.21911, 799979.2500016 2028751.21911))",4184,19.0,193.75790559972734,0.11981582641601562,0.0
"POLYGON ((802791.7500016 2041719.96911, 802791.7500016 2041876.21911, 802948.0000016 2041876.21911, 802948.0000016 2041719.96911, 802791.7500016 2041719.96911))",10691,30.0,221.0235359601892,0.354522705078125,0.0
"POLYGON ((798104.2500016 2042188.71911, 798104.2500016 2042344.96911, 798260.5000016 2042344.96911, 798260.5000016 2042188.71911, 798104.2500016 2042188.71911))",3198,43.0,172.84207565959932,0.3997840881347656,0.0
"POLYGON ((807323.0000016 2034219.96911, 807323.0000016 2034376.21911, 807479.2500016 2034376.21911, 807479.2500016 2034219.96911, 807323.0000016 2034219.96911))",4560,36.0,228.74248591565953,0.3365364074707031,0.0
"POLYGON ((806229.2500016 2027188.71911, 806229.2500016 2027344.96911, 806385.5000016 2027344.96911, 806385.5000016 2027188.71911, 806229.2500016 2027188.71911))",4,17.0,202.58483987755457,0.18990707397460938,0.018078460518650946
"POLYGON ((799666.7500016 2032188.71911, 799666.7500016 2032344.96911, 799823.0000016 2032344.96911, 799823.0000016 2032188.71911, 799666.7500016 2032188.71911))",9907,44.0,205.78250787989327,0.2880096435546875,0.03957615894039735
"POLYGON ((804510.5000016 2035001.21911, 804510.5000016 2035157.46911, 804666.7500016 2035157.46911, 804666.7500016 2035001.21911, 804510.5000016 2035001.21911))",438,14.0,410.9342784164285,0.23337173461914062,0.0
"POLYGON ((803260.5000016 2034688.71911, 803260.5000016 2034844.96911, 803416.7500016 2034844.96911, 803416.7500016 2034688.71911, 803260.5000016 2034688.71911))",7619,14.0,239.99489410753762,0.318145751953125,0.0
"POLYGON ((800135.5000016 2029844.96911, 800135.5000016 2030001.21911, 800291.7500016 2030001.21911, 800291.7500016 2029844.96911, 800135.5000016 2029844.96911))",2533,18.0,184.72071826352655,0.2514610290527344,0.0
"POLYGON ((798573.0000016 2035626.21911, 798573.0000016 2035782.46911, 798729.2500016 2035782.46911, 798729.2500016 2035626.21911, 798573.0000016 2035626.21911))",10678,44.0,187.79671924017168,0.10790252685546875,0.0
"POLYGON ((802635.5000016 2032188.71911, 802635.5000016 2032344.96911, 802791.7500016 2032344.96911, 802791.7500016 2032188.71911, 802635.5000016 2032188.71911))",6635,11.0,189.57429347814605,0.1390228271484375,0.09049500603665898
"POLYGON ((804823.0000016 2036251.21911, 804823.0000016 2036407.46911, 804979.2500016 2036407.46911, 804979.2500016 2036251.21911, 804823.0000016 2036251.21911))",8032,18.0,330.3494410097916,0.3018760681152344,0.0
"POLYGON ((806541.7500016 2037501.21911, 806541.7500016 2037657.46911, 806698.0000016 2037657.46911, 806698.0000016 2037501.21911, 806541.7500016 2037501.21911))",10708,15.0,256.35986216079965,0.13082504272460938,0.0
"POLYGON ((797791.7500016 2042188.71911, 797791.7500016 2042344.96911, 797948.0000016 2042344.96911, 797948.0000016 2042188.71911, 797791.7500016 2042188.71911))",10407,43.0,159.9270131467421,0.3895149230957031,0.0
"POLYGON ((805291.7500016 2031719.96911, 805291.7500016 2031876.21911, 805448.0000016 2031876.21911, 805448.0000016 2031719.96911, 805291.7500016 2031719.96911))",1795,32.0,175.76658546749493,0.3277397155761719,0.7572600826398185
"POLYGON ((797635.5000016 2036719.96911, 797635.5000016 2036876.21911, 797791.7500016 2036876.21911, 797791.7500016 2036719.96911, 797635.5000016 2036719.96911))",6706,8.0,466.2078783470172,0.14729690551757812,0.14658275710253024
"POLYGON ((800604.2500016 2035157.46911, 800604.2500016 2035313.71911, 800760.5000016 2035313.71911, 800760.5000016 2035157.46911, 800604.2500016 2035157.46911))",9558,38.0,221.7128474251055,0.4701957702636719,0.0
"POLYGON ((803416.7500016 2034219.96911, 803416.7500016 2034376.21911, 803573.0000016 2034376.21911, 803573.0000016 2034219.96911, 803416.7500016 2034219.96911))",7755,11.0,256.7717478219029,0.17116928100585938,0.03900069086938111
"POLYGON ((803885.5000016 2038594.96911, 803885.5000016 2038751.21911, 804041.7500016 2038751.21911, 804041.7500016 2038594.96911, 803885.5000016 2038594.96911))",7811,4.0,808.1135625669491,0.15068435668945312,0.0
